"","ensembl_gene_id","hgnc_symbol","description","gene_biotype"
"8392","ENSG00000144031","ANKRD53","ankyrin repeat domain 53","protein_coding"
"8393","ENSG00000144034","TPRKB","TP53RK binding protein","protein_coding"
"8394","ENSG00000144035","NAT8","N-acetyltransferase 8 (putative)","protein_coding"
"8395","ENSG00000144036","EXOC6B","exocyst complex component 6B","protein_coding"
"8396","ENSG00000144040","SFXN5","sideroflexin 5","protein_coding"
"8397","ENSG00000144043","TEX261","testis expressed 261","protein_coding"
"8398","ENSG00000144045","DQX1","DEAQ-box RNA dependent ATPase 1","protein_coding"
"8399","ENSG00000144048","DUSP11","dual specificity phosphatase 11","protein_coding"
"8400","ENSG00000144057","ST6GAL2","ST6 beta-galactoside alpha-2,6-sialyltransferase 2","protein_coding"
"8401","ENSG00000144061","NPHP1","nephrocystin 1","protein_coding"
"8402","ENSG00000144063","MALL","mal, T cell differentiation protein like","protein_coding"
"8403","ENSG00000144115","THNSL2","threonine synthase like 2","protein_coding"
"8404","ENSG00000144118","RALB","RAS like proto-oncogene B","protein_coding"
"8405","ENSG00000144119","C1QL2","complement C1q like 2","protein_coding"
"8406","ENSG00000144120","TMEM177","transmembrane protein 177","protein_coding"
"8407","ENSG00000144130","NT5DC4","5'-nucleotidase domain containing 4","protein_coding"
"8408","ENSG00000144134","RABL2A","RAB, member of RAS oncogene family like 2A","protein_coding"
"8409","ENSG00000144136","SLC20A1","solute carrier family 20 member 1","protein_coding"
"8410","ENSG00000144152","FBLN7","fibulin 7","protein_coding"
"8411","ENSG00000144161","ZC3H8","zinc finger CCCH-type containing 8","protein_coding"
"8412","ENSG00000144182","LIPT1","lipoyltransferase 1","protein_coding"
"8413","ENSG00000144191","CNGA3","cyclic nucleotide gated channel subunit alpha 3","protein_coding"
"8414","ENSG00000144199","FAHD2B","fumarylacetoacetate hydrolase domain containing 2B","protein_coding"
"8415","ENSG00000144214","LYG1","lysozyme g1","protein_coding"
"8416","ENSG00000144218","AFF3","ALF transcription elongation factor 3","protein_coding"
"8417","ENSG00000144224","UBXN4","UBX domain protein 4","protein_coding"
"8418","ENSG00000144227","NXPH2","neurexophilin 2","protein_coding"
"8419","ENSG00000144228","SPOPL","speckle type BTB/POZ protein like","protein_coding"
"8420","ENSG00000144229","THSD7B","thrombospondin type 1 domain containing 7B","protein_coding"
"8421","ENSG00000144230","GPR17","G protein-coupled receptor 17","protein_coding"
"8422","ENSG00000144231","POLR2D","RNA polymerase II subunit D","protein_coding"
"8423","ENSG00000144233","AMMECR1L","AMMECR1 like","protein_coding"
"8424","ENSG00000144278","GALNT13","polypeptide N-acetylgalactosaminyltransferase 13","protein_coding"
"8425","ENSG00000144283","PKP4","plakophilin 4","protein_coding"
"8426","ENSG00000144285","SCN1A","sodium voltage-gated channel alpha subunit 1","protein_coding"
"8427","ENSG00000144290","SLC4A10","solute carrier family 4 member 10","protein_coding"
"8428","ENSG00000144306","SCRN3","secernin 3","protein_coding"
"8429","ENSG00000144320","LNPK","lunapark, ER junction formation factor","protein_coding"
"8430","ENSG00000144331","ZNF385B","zinc finger protein 385B","protein_coding"
"8431","ENSG00000144339","TMEFF2","transmembrane protein with EGF like and two follistatin like domains 2","protein_coding"
"8432","ENSG00000144354","CDCA7","cell division cycle associated 7","protein_coding"
"8433","ENSG00000144355","DLX1","distal-less homeobox 1","protein_coding"
"8434","ENSG00000144357","UBR3","ubiquitin protein ligase E3 component n-recognin 3","protein_coding"
"8435","ENSG00000144362","PHOSPHO2","phosphatase, orphan 2","protein_coding"
"8436","ENSG00000144366","GULP1","GULP PTB domain containing engulfment adaptor 1","protein_coding"
"8437","ENSG00000144369","FAM171B","family with sequence similarity 171 member B","protein_coding"
"8438","ENSG00000144381","HSPD1","heat shock protein family D (Hsp60) member 1","protein_coding"
"8439","ENSG00000144395","CCDC150","coiled-coil domain containing 150","protein_coding"
"8440","ENSG00000144401","METTL21A","methyltransferase 21A, HSPA lysine","protein_coding"
"8441","ENSG00000144406","UNC80","unc-80 homolog, NALCN channel complex subunit","protein_coding"
"8442","ENSG00000144407","PTH2R","parathyroid hormone 2 receptor","protein_coding"
"8443","ENSG00000144410","CPO","carboxypeptidase O","protein_coding"
"8444","ENSG00000144426","NBEAL1","neurobeachin like 1","protein_coding"
"8445","ENSG00000144445","KANSL1L","KAT8 regulatory NSL complex subunit 1 like","protein_coding"
"8446","ENSG00000144451","SPAG16","sperm associated antigen 16","protein_coding"
"8447","ENSG00000144452","ABCA12","ATP binding cassette subfamily A member 12","protein_coding"
"8448","ENSG00000144455","SUMF1","sulfatase modifying factor 1","protein_coding"
"8449","ENSG00000144460","NYAP2","neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2","protein_coding"
"8450","ENSG00000144468","RHBDD1","rhomboid domain containing 1","protein_coding"
"8451","ENSG00000144476","ACKR3","atypical chemokine receptor 3","protein_coding"
"8452","ENSG00000144481","TRPM8","transient receptor potential cation channel subfamily M member 8","protein_coding"
"8453","ENSG00000144485","HES6","hes family bHLH transcription factor 6","protein_coding"
"8454","ENSG00000144488","ESPNL","espin like","protein_coding"
"8455","ENSG00000144504","ANKMY1","ankyrin repeat and MYND domain containing 1","protein_coding"
"8456","ENSG00000144524","COPS7B","COP9 signalosome subunit 7B","protein_coding"
"8457","ENSG00000144535","DIS3L2","DIS3 like 3'-5' exoribonuclease 2","protein_coding"
"8458","ENSG00000144550","CPNE9","copine family member 9","protein_coding"
"8459","ENSG00000144554","FANCD2","FA complementation group D2","protein_coding"
"8460","ENSG00000144559","TAMM41","TAM41 mitochondrial translocator assembly and maintenance homolog","protein_coding"
"8461","ENSG00000144560","VGLL4","vestigial like family member 4","protein_coding"
"8462","ENSG00000144566","RAB5A","RAB5A, member RAS oncogene family","protein_coding"
"8463","ENSG00000144567","RETREG2","reticulophagy regulator family member 2","protein_coding"
"8464","ENSG00000144579","CTDSP1","CTD small phosphatase 1","protein_coding"
"8465","ENSG00000144580","CNOT9","CCR4-NOT transcription complex subunit 9","protein_coding"
"8466","ENSG00000144583","MARCHF4","membrane associated ring-CH-type finger 4","protein_coding"
"8467","ENSG00000144589","STK11IP","serine/threonine kinase 11 interacting protein","protein_coding"
"8468","ENSG00000144591","GMPPA","GDP-mannose pyrophosphorylase A","protein_coding"
"8469","ENSG00000144596","GRIP2","glutamate receptor interacting protein 2","protein_coding"
"8470","ENSG00000144597","EAF1","ELL associated factor 1","protein_coding"
"8471","ENSG00000144619","CNTN4","contactin 4","protein_coding"
"8472","ENSG00000144635","DYNC1LI1","dynein cytoplasmic 1 light intermediate chain 1","protein_coding"
"8473","ENSG00000144642","RBMS3","RNA binding motif single stranded interacting protein 3","protein_coding"
"8474","ENSG00000144644","GADL1","glutamate decarboxylase like 1","protein_coding"
"8475","ENSG00000144645","OSBPL10","oxysterol binding protein like 10","protein_coding"
"8476","ENSG00000144647","POMGNT2","protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)","protein_coding"
"8477","ENSG00000144648","ACKR2","atypical chemokine receptor 2","protein_coding"
"8478","ENSG00000144649","GASK1A","golgi associated kinase 1A","protein_coding"
"8479","ENSG00000144655","CSRNP1","cysteine and serine rich nuclear protein 1","protein_coding"
"8480","ENSG00000144659","SLC25A38","solute carrier family 25 member 38","protein_coding"
"8481","ENSG00000144668","ITGA9","integrin subunit alpha 9","protein_coding"
"8482","ENSG00000144671","SLC22A14","solute carrier family 22 member 14","protein_coding"
"8483","ENSG00000144674","GOLGA4","golgin A4","protein_coding"
"8484","ENSG00000144677","CTDSPL","CTD small phosphatase like","protein_coding"
"8485","ENSG00000144681","STAC","SH3 and cysteine rich domain","protein_coding"
"8486","ENSG00000144711","IQSEC1","IQ motif and Sec7 domain ArfGEF 1","protein_coding"
"8487","ENSG00000144712","CAND2","cullin associated and neddylation dissociated 2 (putative)","protein_coding"
"8488","ENSG00000144713","RPL32","ribosomal protein L32","protein_coding"
"8489","ENSG00000144724","PTPRG","protein tyrosine phosphatase receptor type G","protein_coding"
"8490","ENSG00000144730","IL17RD","interleukin 17 receptor D","protein_coding"
"8491","ENSG00000144736","SHQ1","SHQ1, H/ACA ribonucleoprotein assembly factor","protein_coding"
"8492","ENSG00000144741","SLC25A26","solute carrier family 25 member 26","protein_coding"
"8493","ENSG00000144744","UBA3","ubiquitin like modifier activating enzyme 3","protein_coding"
"8494","ENSG00000144746","ARL6IP5","ADP ribosylation factor like GTPase 6 interacting protein 5","protein_coding"
"8495","ENSG00000144747","TMF1","TATA element modulatory factor 1","protein_coding"
"8496","ENSG00000144749","LRIG1","leucine rich repeats and immunoglobulin like domains 1","protein_coding"
"8497","ENSG00000144771","LRTM1","leucine rich repeats and transmembrane domains 1","protein_coding"
"8498","ENSG00000144785","","novel protein","protein_coding"
"8499","ENSG00000144791","LIMD1","LIM domain containing 1","protein_coding"
"8500","ENSG00000144792","ZNF660","zinc finger protein 660","protein_coding"
"8501","ENSG00000144802","NFKBIZ","NFKB inhibitor zeta","protein_coding"
"8502","ENSG00000144810","COL8A1","collagen type VIII alpha 1 chain","protein_coding"
"8503","ENSG00000144815","NXPE3","neurexophilin and PC-esterase domain family member 3","protein_coding"
"8504","ENSG00000144820","ADGRG7","adhesion G protein-coupled receptor G7","protein_coding"
"8505","ENSG00000144821","MYH15","myosin heavy chain 15","protein_coding"
"8506","ENSG00000144824","PHLDB2","pleckstrin homology like domain family B member 2","protein_coding"
"8507","ENSG00000144827","ABHD10","abhydrolase domain containing 10, depalmitoylase","protein_coding"
"8508","ENSG00000144834","TAGLN3","transgelin 3","protein_coding"
"8509","ENSG00000144837","PLA1A","phospholipase A1 member A","protein_coding"
"8510","ENSG00000144840","RABL3","RAB, member of RAS oncogene family like 3","protein_coding"
"8511","ENSG00000144843","ADPRH","ADP-ribosylarginine hydrolase","protein_coding"
"8512","ENSG00000144847","IGSF11","immunoglobulin superfamily member 11","protein_coding"
"8513","ENSG00000144848","ATG3","autophagy related 3","protein_coding"
"8514","ENSG00000144852","NR1I2","nuclear receptor subfamily 1 group I member 2","protein_coding"
"8515","ENSG00000144857","BOC","BOC cell adhesion associated, oncogene regulated","protein_coding"
"8516","ENSG00000144867","SRPRB","SRP receptor subunit beta","protein_coding"
"8517","ENSG00000144868","TMEM108","transmembrane protein 108","protein_coding"
"8518","ENSG00000144891","AGTR1","angiotensin II receptor type 1","protein_coding"
"8519","ENSG00000144893","MED12L","mediator complex subunit 12L","protein_coding"
"8520","ENSG00000144895","EIF2A","eukaryotic translation initiation factor 2A","protein_coding"
"8521","ENSG00000144908","ALDH1L1","aldehyde dehydrogenase 1 family member L1","protein_coding"
"8522","ENSG00000144909","OSBPL11","oxysterol binding protein like 11","protein_coding"
"8523","ENSG00000144935","TRPC1","transient receptor potential cation channel subfamily C member 1","protein_coding"
"8524","ENSG00000144959","NCEH1","neutral cholesterol ester hydrolase 1","protein_coding"
"8525","ENSG00000144962","SPATA16","spermatogenesis associated 16","protein_coding"
"8526","ENSG00000145002","FAM86B2","family with sequence similarity 86 member B2","protein_coding"
"8527","ENSG00000145012","LPP","LIM domain containing preferred translocation partner in lipoma","protein_coding"
"8528","ENSG00000145014","TMEM44","transmembrane protein 44","protein_coding"
"8529","ENSG00000145016","RUBCN","rubicon autophagy regulator","protein_coding"
"8530","ENSG00000145020","AMT","aminomethyltransferase","protein_coding"
"8531","ENSG00000145022","TCTA","T cell leukemia translocation altered","protein_coding"
"8532","ENSG00000145029","NICN1","nicolin 1, tubulin polyglutamylase complex subunit","protein_coding"
"8533","ENSG00000145040","UCN2","urocortin 2","protein_coding"
"8534","ENSG00000145041","DCAF1","DDB1 and CUL4 associated factor 1","protein_coding"
"8535","ENSG00000145050","MANF","mesencephalic astrocyte derived neurotrophic factor","protein_coding"
"8536","ENSG00000145087","STXBP5L","syntaxin binding protein 5L","protein_coding"
"8537","ENSG00000145088","EAF2","ELL associated factor 2","protein_coding"
"8538","ENSG00000145103","ILDR1","immunoglobulin like domain containing receptor 1","protein_coding"
"8539","ENSG00000145107","TM4SF19","transmembrane 4 L six family member 19","protein_coding"
"8540","ENSG00000145113","MUC4","mucin 4, cell surface associated","protein_coding"
"8541","ENSG00000145147","SLIT2","slit guidance ligand 2","protein_coding"
"8542","ENSG00000145191","EIF2B5","eukaryotic translation initiation factor 2B subunit epsilon","protein_coding"
"8543","ENSG00000145192","AHSG","alpha 2-HS glycoprotein","protein_coding"
"8544","ENSG00000145194","ECE2","endothelin converting enzyme 2","protein_coding"
"8545","ENSG00000145198","VWA5B2","von Willebrand factor A domain containing 5B2","protein_coding"
"8546","ENSG00000145214","DGKQ","diacylglycerol kinase theta","protein_coding"
"8547","ENSG00000145216","FIP1L1","factor interacting with PAPOLA and CPSF1","protein_coding"
"8548","ENSG00000145217","SLC26A1","solute carrier family 26 member 1","protein_coding"
"8549","ENSG00000145220","LYAR","Ly1 antibody reactive","protein_coding"
"8550","ENSG00000145241","CENPC","centromere protein C","protein_coding"
"8551","ENSG00000145242","EPHA5","EPH receptor A5","protein_coding"
"8552","ENSG00000145244","CORIN","corin, serine peptidase","protein_coding"
"8553","ENSG00000145246","ATP10D","ATPase phospholipid transporting 10D (putative)","protein_coding"
"8554","ENSG00000145247","OCIAD2","OCIA domain containing 2","protein_coding"
"8555","ENSG00000145248","SLC10A4","solute carrier family 10 member 4","protein_coding"
"8556","ENSG00000145283","SLC10A6","solute carrier family 10 member 6","protein_coding"
"8557","ENSG00000145284","SCD5","stearoyl-CoA desaturase 5","protein_coding"
"8558","ENSG00000145287","PLAC8","placenta associated 8","protein_coding"
"8559","ENSG00000145293","ENOPH1","enolase-phosphatase 1","protein_coding"
"8560","ENSG00000145309","CABS1","calcium binding protein, spermatid associated 1","protein_coding"
"8561","ENSG00000145321","GC","GC vitamin D binding protein","protein_coding"
"8562","ENSG00000145331","TRMT10A","tRNA methyltransferase 10A","protein_coding"
"8563","ENSG00000145332","KLHL8","kelch like family member 8","protein_coding"
"8564","ENSG00000145335","SNCA","synuclein alpha","protein_coding"
"8565","ENSG00000145337","PYURF","PIGY upstream open reading frame","protein_coding"
"8566","ENSG00000145348","TBCK","TBC1 domain containing kinase","protein_coding"
"8567","ENSG00000145349","CAMK2D","calcium/calmodulin dependent protein kinase II delta","protein_coding"
"8568","ENSG00000145354","CISD2","CDGSH iron sulfur domain 2","protein_coding"
"8569","ENSG00000145358","DDIT4L","DNA damage inducible transcript 4 like","protein_coding"
"8570","ENSG00000145362","ANK2","ankyrin 2","protein_coding"
"8571","ENSG00000145365","TIFA","TRAF interacting protein with forkhead associated domain","protein_coding"
"8572","ENSG00000145375","AFG2A","AFG2 AAA ATPase homolog A","protein_coding"
"8573","ENSG00000145384","FABP2","fatty acid binding protein 2","protein_coding"
